artistName,trackName,msPlayed
Enguerrand-Friedrich Lühl-Dolgorukiy,Duel of the Fates (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.37166666666666665
Chameleon Circuit,Big Bang Two,0.3756363888888889
Jartisto,"Luke and Leia (From ""Star Wars: Return of the Jedi"")",0.37708194444444443
Piano Tribute Players,The Hologram / Binary Sunset,0.3817375
Green Day,Redundant,0.3833311111111111
Myths and Legends,1A-Knights of the Round Table: Yvainglory,0.38421055555555556
Harry Callaghan,This Is Aperture,0.3852277777777778
Steven Universe,Full Disclosure (feat. Zach Callison),0.38578222222222225
Adriana Figueroa,Spider Dance (Undertale),0.3867563888888889
Bowling For Soup,Ohio (Come Back To Texas),0.39147305555555556
Jack Stauber,Buttercup,0.39351888888888886
Nural,Stop Me When You've Had Enough,0.39467
Piano Tribute Players,The Throne Room / End Title,0.39618444444444445
The Living Tombstone,Five Nights at Freddy's,0.39653194444444445
SID,嘘,0.397
Linked Horizon,Shinzo wo Sasageyo! - TV Size,0.3992927777777778
NateWantsToBattle,Dead!,0.3994275
Jeff Williams,Time to Say Goodbye,0.39952638888888886
שם טוב האבי,האזרח הקטן,0.3997252777777778
Bowling For Soup,The Bitch Song,0.4008130555555556
ShiroNeko,"Again (From ""Fullmetal Alchemist: Brotherhood"")",0.40447305555555557
AmaLee,"Reason Living (From ""Bungou Stray Dogs 2"")",0.40564805555555555
Piano Tribute Players,Princess Leia's Theme,0.4056875
ALI,Wild Side,0.4082908333333333
Jeff Williams,From Shadows (Black Trailer) [feat. Casey Lee Williams],0.41047527777777776
Jeff Williams,Ignite,0.41332166666666664
Motion City Soundtrack,The Future Freaks Me Out,0.4154233333333333
NateWantsToBattle,Peace Sign,0.42222444444444446
Green Day,Good Riddance (Time of Your Life),0.4239625
Mother Mother,Body Of Years,0.43165416666666667
Jeff Williams,I Burn (feat. Casey Lee Williams & Lamar Hall),0.4321288888888889
Bowling For Soup,Almost,0.4324733333333333
Mother Mother,Burning Pile,0.4376225
All Time Low,Glitter & Crimson,0.4410836111111111
All Time Low,Nice2KnoU,0.4413325
Jeff Williams,This Will Be the Day (feat. Casey Lee Williams),0.44277833333333333
Adriana Figueroa,Beneath the Mask,0.4436527777777778
League of Legends,Awaken,0.4439958333333333
Lucky Boys Confusion,Atari,0.44428944444444446
ALI,Wild Side -Anime Ver.- - Anime Version,0.44446861111111113
Chameleon Circuit,An Awful Lot Of Running,0.4455913888888889
Enguerrand-Friedrich Lühl-Dolgorukiy,Luke & Leia (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.44674027777777775
My Chemical Romance,Blood - End Credits,0.45034
Jeff Williams,Forever Fall,0.4522111111111111
שם טוב האבי,סם הרדמה,0.4523638888888889
Green Day,Still Breathing,0.4565619444444444
My Chemical Romance,The End. - Live in Mexico City,0.46187694444444444
Teddy Hyde,Sex with a Ghost,0.46271194444444447
Gerard Way,Juarez,0.46443555555555555
Green Day,Holiday,0.4646527777777778
They Might Be Giants,Istanbul (Not Constantinople),0.4687102777777778
Twenty One Pilots,House of Gold,0.4688102777777778
Myths and Legends,2A-Aladdin: The Magician’s Nephew,0.46954527777777777
The Decemberists,Ben Franklin's Song,0.47016166666666664
Twenty One Pilots,Fake You Out,0.47108361111111113
NateWantsToBattle,The Day,0.4713777777777778
Camille,Le Festin,0.4716125
Gorillaz,Clint Eastwood,0.47302305555555557
Caleb Hyles,Other Friends,0.4755066666666667
Myths and Legends,3B-Vikings: All that Hate’s Gonna Burn You Up,0.4775844444444444
Enguerrand-Friedrich Lühl-Dolgorukiy,Main Title (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.4777777777777778
Jeff Williams,Gold (Acoustic),0.47800333333333334
Bowling For Soup,She's Got A Boyfriend,0.4815277777777778
Billy Joel,Piano Man,0.485105
Sum 41,The New Sensation,0.4867019444444444
Myths and Legends,4-Mulan: A Likely Hero,0.48992555555555556
All Time Low,Getaway Green,0.4906594444444444
I DONT KNOW HOW BUT THEY FOUND ME,Choke,0.4918325
Enguerrand-Friedrich Lühl-Dolgorukiy,Across the Stars (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.4930736111111111
Steven Universe,"Other Friends (feat. Sarah Stiles, Zach Callison, Deedee Magno Hall, Estelle & Michaela Dietz)",0.4933147222222222
Jeff Williams,Cold (feat. Casey Lee Williams),0.49687055555555554
League of Legends,Legends Never Die,0.4975638888888889
Bowling For Soup,Catalyst,0.49812083333333335
Chameleon Circuit,Mr Pond,0.5058627777777778
Myths and Legends,3C-Vikings: Renewed shall be Blade that was Broken,0.5069994444444444
Don't Hug Me I'm Scared,The Healthy Song,0.5070058333333334
Don't Hug Me I'm Scared,The Time Song,0.5092577777777778
Jeff Williams,Armed and Ready (feat. Casey Lee Williams),0.5106030555555555
League of Legends,Warriors,0.5109583333333333
Fenix TX,All My Fault,0.5112641666666666
My Chemical Romance,Cancer,0.5122197222222222
Mother Mother,O My Heart,0.513455
Jeff Williams,This Time,0.5164525
The Orion Experience,The Cult of Dionysus,0.519165
Jeff Williams,From Shadows (feat. Casey Lee Williams),0.5192941666666666
Green Day,Troubled Times,0.5251158333333333
Jeff Williams,Bad Luck Charm,0.5271277777777778
Tally Hall,Turn the Lights Off,0.5448416666666667
Plain White T's,Hey There Delilah,0.5452638888888889
Myths and Legends,7-Little Mermaid: Cry with the Saints,0.5453547222222223
Enguerrand-Friedrich Lühl-Dolgorukiy,Throne Room (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.5459844444444445
YUI,again,0.5470725
Sum 41,The Hell Song,0.551035
שם טוב האבי,באים להרים,0.5544552777777778
Jeff Williams,Miracle,0.5573083333333333
Green Day,Welcome to Paradise,0.5603325
Green Day,99 Revolutions,0.5620719444444444
Jeff Williams,This Life Is Mine (feat. Casey Lee Williams),0.5654025
Green Day,Say Goodbye,0.5655113888888889
My Chemical Romance,"Goodnite, Dr. Death",0.5661372222222222
Mother Mother,Hayloft,0.567765
Imagine Dragons,Believer,0.5682477777777778
Green Day,King for a Day,0.5690755555555556
Mindless Self Indulgence,I Hate Jimmy Page,0.5697958333333333
Steven Universe,Do It For Her (feat. Zach Callison & Grace Rolek),0.5735208333333334
WVNDER,Mr. Brightside,0.5738716666666667
Myths and Legends,3D-Vikings: Blood of the Dragon,0.5817480555555555
Jeff Williams,All That Matters,0.5836438888888889
Myths and Legends,3E-Vikings: The Debt is Paid,0.5968438888888888
Green Day,When I Come Around,0.6000575
J.T. Machinima,To the Bone,0.6068441666666666
Harry Callaghan,The Wheatley Song,0.6070230555555556
Bowling For Soup,She Used to Be Mine,0.6154558333333333
Gerard Way,Maya the Psychic,0.6182152777777777
Gerard Way,Here Comes the End (feat. Judith Hill),0.6239138888888889
Jeff Williams,R.W.B.Y. vs F.N.K.I.,0.6304336111111111
Myths and Legends,6A-King Arthur Prologue: The Once and Really Only that One Time King,0.6331502777777778
Myths and Legends,"6B-Merlin: What’s Red, White, and Fighting All Over",0.6359486111111111
Gerard Way,Millions,0.6389241666666666
Jeff Williams,Gold (feat. Casey Lee Williams),0.6441861111111111
Tsuko G.,Deja Vu 2.0 (Initial D),0.6479619444444444
Tsuko G.,Deja Vu (Initial D),0.6490541666666667
Lustra,Scotty Doesn't Know (The Second Coming) - Bonus Track,0.6529241666666666
Gerard Way,Don't Try,0.6610013888888889
blink-182,What's My Age Again?,0.6691227777777777
Jeff Williams,Die,0.6710611111111111
Myths and Legends,"3A-Vikings: The Norse and the Furious, Bredi’s Drift",0.6720488888888889
SCREEN mode,Reason Living,0.6766102777777778
Raon Lee & PelleK,"Trash Candy (From ""Bungou Stray Dogs"")",0.6790713888888888
Jeff Williams,I May Fall (feat. Casey Lee Williams),0.6793408333333333
Useless ID,Stopwatch,0.6849633333333334
Jeff Williams,Like Morning Follows Night (feat. Casey Lee Williams & Lamar Hall),0.6897908333333334
Fall Out Boy,Grand Theft Autumn / Where Is Your Boy,0.6950813888888889
My Chemical Romance,I'm Not Okay (I Promise) - Live from Sessions@AOL,0.69556
Our Last Night,Same Old War,0.7095116666666667
Bowling For Soup,Go to Bed Mad,0.7099027777777778
Myths and Legends,2B-Aladdin: A Whole New World of Problems,0.7117188888888889
Bowling For Soup,Val Kilmer,0.7118422222222223
Rise Against,Savior,0.7142688888888888
Jeff Williams,Red Like Roses (Red Trailer) [feat. Casey Lee Williams],0.7190069444444445
Jeff Williams,All Things Must Die,0.7276322222222222
AmaLee,"Again (From ""Fullmetal Alchemist: Brotherhood"")",0.7384461111111111
Mother Mother,Oh Ana,0.7500230555555556
Simple Plan,I'd Do Anything,0.7769722222222222
Mindless Self Indulgence,Faggot,0.7775336111111111
NateWantsToBattle,Shinzou Wo Sasageyo (Attack on Titan),0.7776155555555555
The Living Tombstone,It's Been So Long,0.7815944444444445
The Stupendium,The Fine Print,0.7823416666666667
Green Day,Too Dumb to Die,0.7871347222222222
Set It Off,Why Worry,0.7928252777777778
Green Day,Basket Case,0.7957594444444445
Chameleon Circuit,The Sound of Drums,0.7990061111111111
Forever The Sickest Kids,Whoa Oh! (Me vs Everyone),0.8045986111111111
DemonTomatoDave,Zelda: Ocarina of Time With Lyrics (feat. Brentalfloss),0.8051016666666667
Mike Oldfield,Nuclear,0.8115102777777777
Jeff Williams,Lionize,0.8175658333333333
Jeff Williams,Let's Just Live (feat. Casey Lee Williams),0.8186269444444444
Green Day,Somewhere Now,0.8197080555555556
Useless ID,State Of Fear,0.8262397222222222
Myths and Legends,6C-King Arthur: How I Met Your Mother,0.8285177777777778
Cavetown,Lemon Boy,0.8419847222222222
Caleb Hyles,This Life Is Mine,0.8428047222222222
Small Town Titans,Immigrant Song,0.8565855555555556
Jeff Williams,I'm the One (feat. Casey Lee Williams),0.8650202777777778
Jeff Williams,Rising,0.8684283333333334
Green Day,Outlaws,0.8686797222222222
שם טוב האבי,עם אחד,0.8810794444444444
All Time Low,"January Gloom (Seasons, Pt. 1)",0.8962869444444445
Jeff Williams,Lusus Naturae,0.9000419444444444
Jeff Williams,Red Like Roses - Part II (feat. Casey Lee Williams & Sandy Casey),0.9008461111111111
Steven Universe,It's Over Isn't It (feat. Deedee Magno Hall),0.9070369444444445
Simple Plan,I'm Just a Kid,0.9103158333333333
Myths and Legends,1C-Knights of the Round Table: The Lion Knight Rises,0.9108327777777778
Forever The Sickest Kids,Bipolar Baby!,0.9138416666666667
Useless ID,Borrowed Time,0.9219
Coda,BLOODY STREAM,0.954435
AmaLee,"Hey Kids!! (From ""Noragami Aragoto"")",0.9572730555555555
Mindless Self Indulgence,Straight To Video,0.9726147222222222
Useless ID,How to Dismantle an Atom Bomb,0.981035
Forever The Sickest Kids,King For A Day,0.9889875
Steven Universe,Here Comes a Thought (feat. Estelle & AJ Michalka),1.0322219444444445
Sum 41,Fat Lip,1.0571497222222221
SR-71,1985 (Original Version),1.0588758333333332
My Chemical Romance,Blood - Hidden Track,1.0638358333333333
All Time Low,Some Kind Of Disaster,1.0714375
Green Day,American Idiot,1.0800722222222223
Dave Days,Pop Punk Emo Mashup,1.0822794444444443
All Time Low,Take Cover,1.0870358333333334
The Offspring,The Kids Aren't Alright,1.0902838888888888
blink-182,Cynical,1.0929683333333333
Green Day,Revolution Radio,1.0971258333333334
blink-182,Every Time I Look For You,1.1059202777777777
Boy Hero,How Far I'll Go,1.1226797222222222
The Matches,Chain Me Free,1.1382794444444444
Green Day,Father of All...,1.1390652777777779
Imagine Dragons,Warriors,1.14064
Riddlin' Kids,I Feel Fine,1.1463394444444444
Cute Is What We Aim For,The Curse of Curves,1.152838611111111
Canadian Softball,Ohio Is for Emo Kids,1.1591977777777778
All Time Low,Last Young Renegade,1.184171111111111
Mother Mother,Wrecking Ball,1.1860116666666667
All Time Low,Safe,1.2664580555555556
My Chemical Romance,Fake Your Death,1.2668261111111112
Anarbor,Freaking out!,1.2778808333333334
Relient K,Sadie Hawkins Dance,1.2791333333333332
Green Day,Know Your Enemy,1.2911980555555556
blink-182,The Rock Show,1.3077727777777777
Moose Blood,I Don't Love You,1.324275
The Red Jumpsuit Apparatus,Turn It Over,1.3308791666666666
blink-182,First Date,1.346246388888889
Bowling For Soup,Normal Chicks,1.3627730555555555
Cavetown,Boys Will Be Bugs,1.3722230555555555
Fall Out Boy,Wilson (Expensive Mistakes),1.3722594444444445
Ray Toro,We Save,1.3749430555555555
Useless ID,Undecided,1.3812194444444446
Green Day,Are We the Waiting / St. Jimmy,1.4111597222222223
All Time Low,"Wake Up, Sunshine",1.4272136111111111
My Chemical Romance,The End.,1.4287997222222222
All Time Low,Melancholy Kaleidoscope,1.4306025
The Living Tombstone,Discord,1.4325102777777778
McCafferty,Beachboy,1.4752613888888888
American Hi-Fi,The Geeks Get the Girls,1.4968794444444444
Green Day,Forever Now,1.5395033333333332
My Chemical Romance,I Never Told You What I Do for a Living,1.5396405555555555
I Hate Kate,It's Always Better,1.5415858333333334
blink-182,A New Hope,1.544391388888889
Tally Hall,The Bidding,1.5513916666666667
Green Day,Bang Bang,1.5576225
Useless ID,לו הייתי פיראט,1.5861677777777778
Green Day,Give Me Novacaine / She's a Rebel,1.594565
My Chemical Romance,Hang 'Em High,1.6193427777777778
MARINA,Are You Satisfied?,1.619918888888889
Fall Out Boy,Novocaine,1.6451519444444445
Paramore,Ignorance,1.6573694444444445
New Found Glory,All Downhill From Here,1.6724908333333333
Bowling For Soup,Today is Gonna be a Great Day,1.677771388888889
AFI,The Missing Frame,1.7068522222222222
Green Day,Boulevard of Broken Dreams,1.7331647222222222
Mindless Self Indulgence,Shut Me Up,1.760273888888889
blink-182,Bored To Death,1.7620047222222222
My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na) - Single Version,1.7635252777777777
Green Day,Whatsername,1.7640130555555555
My Chemical Romance,"Save Yourself, I'll Hold Them Back",1.807458611111111
Bowling For Soup,High School Never Ends - Main Version - Explicit,1.824365
Gerard Way,Get the Gang Together,1.8389983333333333
Fall Out Boy,Disloyal Order Of Water Buffaloes,1.8397908333333333
Green Day,Extraordinary Girl / Letterbomb,1.8400291666666666
Fall Out Boy,Jet Pack Blues,1.9010763888888889
Lustra,Scotty Doesn't Know,1.9493858333333334
The Killers,Mr. Brightside,1.9675758333333333
Boys Like Girls,The Great Escape,2.025591388888889
Sugarcult,Do It Alone,2.0408330555555554
My Chemical Romance,The Jetset Life Is Gonna Kill You,2.041002222222222
The Offspring,"You're Gonna Go Far, Kid",2.0491741666666665
Bowling For Soup,Stacy's Mom,2.0611055555555557
Set It Off,Wolf in Sheep's Clothing,2.061848611111111
All Time Low,Old Scars / Future Hearts,2.080126111111111
My Chemical Romance,"Honey, This Mirror Isn't Big Enough for the Two of Us",2.1055208333333333
My Chemical Romance,Cemetery Drive,2.1167766666666665
Fall Out Boy,"Dance, Dance",2.166529166666667
Paramore,Misery Business,2.209464166666667
Fall Out Boy,Immortals,2.211223611111111
Fall Out Boy,Uma Thurman,2.2737855555555555
Keane,Stupid Things - Single Version,2.2798494444444444
All Time Low,"Hello, Brooklyn",2.2865241666666667
A Change of Pace,Shoot from the Hip,2.287153611111111
My Chemical Romance,"Give 'Em Hell, Kid",2.3395158333333335
Paramore,Fences,2.352988611111111
Yellowcard,Ocean Avenue,2.38654
Good Charlotte,The Anthem,2.402946666666667
My Chemical Romance,The Sharpest Lives,2.41185
My Chemical Romance,Vampire Money,2.4197525
Green Day,Holiday / Boulevard of Broken Dreams,2.4221369444444445
Keane,Stupid Things,2.4345075
All Time Low,Good Times,2.4431522222222224
Green Day,Wake Me up When September Ends,2.458095833333333
AFI,Miss Murder,2.459688611111111
blink-182,Dammit,2.466613888888889
We The Kings,"Check Yes, Juliet",2.466633888888889
All Time Low,Stella,2.470713888888889
Gerard Way,Happy Together (feat. Ray Toro),2.4710622222222223
Keane,Somewhere Only We Know,2.4767908333333333
Bowling For Soup,Punk Rock 101,2.486773611111111
Fall Out Boy,"Sugar, We're Goin Down",2.5128469444444446
Sum 41,In Too Deep,2.5144497222222224
The Academy Is...,The Phrase That Pays,2.522695
My Chemical Romance,Disenchanted,2.536863611111111
All Time Low,Sick Little Games,2.5858102777777776
All Time Low,Backseat Serenade,2.674146111111111
Cavetown,Devil Town,2.674321388888889
My Chemical Romance,Party Poison,2.686403888888889
All Time Low,Break Your Little Heart,2.6875441666666666
My Chemical Romance,House of Wolves,2.719583888888889
Green Day,Homecoming,2.7398291666666665
My Chemical Romance,This Is How I Disappear,2.751376111111111
All Time Low,Damned If I Do Ya (Damned If I Don't),2.7697694444444445
My Chemical Romance,Summertime,2.781794722222222
blink-182,Happy Days,2.868927777777778
Fall Out Boy,The Phoenix,2.9073280555555554
My Chemical Romance,I'm Not Okay (I Promise),2.9104666666666668
Bowling For Soup,1985,2.923716388888889
My Chemical Romance,I Don't Love You,2.9385966666666667
My Chemical Romance,SING,2.9735738888888887
The All-American Rejects,Dirty Little Secret,3.001663333333333
Matchbox Twenty,How Far We've Come,3.0120833333333334
Fall Out Boy,America's Suitehearts,3.0198619444444446
My Chemical Romance,"It's Not a Fashion Statement, It's a Deathwish",3.046268611111111
My Chemical Romance,The Ghost of You,3.0473569444444446
Late Nite Reading,Pumped Up Kicks,3.0569125
All Time Low,Some Kind of Disaster,3.0895566666666667
All Time Low,Afterglow,3.129311111111111
My Chemical Romance,Sleep,3.12968
Fall Out Boy,Centuries,3.138215277777778
All Time Low,Something's Gotta Give,3.140865277777778
Fall Out Boy,Irresistible,3.1624672222222223
My Chemical Romance,To the End,3.1867347222222224
Green Day,21 Guns,3.301421388888889
My Chemical Romance,Mama,3.576381666666667
Fall Out Boy,Twin Skeleton's (Hotel In NYC),3.581392222222222
My Chemical Romance,Dead!,3.6063622222222222
New Found Glory,My Friends Over You,3.633484166666667
The All-American Rejects,"Swing, Swing",3.6576419444444443
All Time Low,"Dear Maria, Count Me In",3.6773783333333334
Green Day,Jesus of Suburbia,3.7802877777777777
My Chemical Romance,S/C/A/R/E/C/R/O/W,3.8244875
All Time Low,Weightless,3.9673869444444443
Jimmy Eat World,The Middle,3.9991705555555557
My Chemical Romance,Teenagers,4.036458888888889
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),4.119357777777778
My Chemical Romance,Famous Last Words,4.201661666666666
My Chemical Romance,Planetary (GO!),4.208619722222222
My Chemical Romance,The Only Hope for Me Is You,4.232465
My Chemical Romance,Helena,4.4157858333333335
My Chemical Romance,You Know What They Do to Guys Like Us in Prison,4.429675555555556
My Chemical Romance,Bulletproof Heart,4.656255833333334
My Chemical Romance,Thank You for the Venom,4.885769722222222
All Time Low,Lost In Stereo,4.908670833333334
Fall Out Boy,Thnks fr th Mmrs,5.1157575
My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),5.210596944444444
Gerard Way,Brother,5.335540277777778
Fall Out Boy,I Don't Care,5.465372222222222
My Chemical Romance,The Kids from Yesterday,5.7081405555555556
My Chemical Romance,Make Room!!!!,5.858315
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",5.886386944444444
My Chemical Romance,Welcome to the Black Parade,6.997256944444445
Fall Out Boy,20 Dollar Nose Bleed,7.458243888888889
My Chemical Romance,DESTROYA,8.395445555555556
